"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"5360","42.66",2020-06-25,"2.82","151","53.55","남성","1620","null"
"182","1.45",2020-06-24,"0","0","0.00","0-9","1608","null"
"693","5.53",2020-06-24,"0","0","0.00","10-19","1607","null"
"3309","26.4",2020-06-24,"0","0","0.00","20-29","1606","null"
"1444","11.52",2020-06-24,"0.14","2","0.71","30-39","1605","null"
"1644","13.12",2020-06-24,"0.18","3","1.07","40-49","1604","null"
"2254","17.98",2020-06-24,"0.67","15","5.34","50-59","1603","null"
"1622","12.94",2020-06-24,"2.53","41","14.59","60-69","1602","null"
"836","6.67",2020-06-24,"9.69","81","28.83","70-79","1601","null"
"551","4.4",2020-06-24,"25.23","139","49.47","80 이상","1600","null"
"7190","57.36",2020-06-24,"1.82","131","46.62","여성","1599","null"
"5345","42.64",2020-06-24,"2.81","150","53.38","남성","1598","null"
"180","1.44",2020-06-23,"0","0","0.00","0-9","1586","null"
"692","5.54",2020-06-23,"0","0","0.00","10-19","1585","null"
"3306","26.48",2020-06-23,"0","0","0.00","20-29","1584","null"
"1429","11.45",2020-06-23,"0.14","2","0.71","30-39","1583","null"
"1633","13.08",2020-06-23,"0.18","3","1.07","40-49","1582","null"
"2244","17.98",2020-06-23,"0.67","15","5.34","50-59","1581","null"
"1617","12.95",2020-06-23,"2.54","41","14.59","60-69","1580","null"
"834","6.68",2020-06-23,"9.71","81","28.83","70-79","1579","null"
"549","4.4",2020-06-23,"25.32","139","49.47","80 이상","1578","null"
"7170","57.43",2020-06-23,"2.11","151","50.17","여성","1577","null"
"5314","42.57",2020-06-23,"2.82","150","49.83","남성","1576","null"
"177","1.42",2020-06-22,"0","0","0.00","0-9","1564","null"
"692","5.56",2020-06-22,"0","0","0.00","10-19","1563","null"
"3302","26.55",2020-06-22,"0","0","0.00","20-29","1562","null"
"1420","11.42",2020-06-22,"0.14","2","0.71","30-39","1561","null"
"1624","13.06",2020-06-22,"0.18","3","1.07","40-49","1560","null"
"2235","17.97",2020-06-22,"0.67","15","5.36","50-59","1559","null"
"1610","12.94",2020-06-22,"2.48","40","14.29","60-69","1558","null"
"830","6.67",2020-06-22,"9.76","81","28.93","70-79","1557","null"
"548","4.41",2020-06-22,"25.36","139","49.64","80 이상","1556","null"
"7159","57.56",2020-06-22,"1.82","130","46.43","여성","1555","null"
"5279","42.44",2020-06-22,"2.84","150","53.57","남성","1554","null"
"177","1.43",2020-06-21,"0","0","0.00","0-9","1542","null"
"691","5.56",2020-06-21,"0","0","0.00","10-19","1541","null"
"3299","26.56",2020-06-21,"0","0","0.00","20-29","1540","null"
"1416","11.4",2020-06-21,"0.14","2","0.71","30-39","1539","null"
"1623","13.07",2020-06-21,"0.18","3","1.07","40-49","1538","null"
"2230","17.95",2020-06-21,"0.67","15","5.36","50-59","1537","null"
"1608","12.95",2020-06-21,"2.49","40","14.29","60-69","1536","null"
"829","6.67",2020-06-21,"9.77","81","28.93","70-79","1535","null"
"548","4.41",2020-06-21,"25.36","139","49.64","80 이상","1534","null"
"7151","57.57",2020-06-21,"1.82","130","46.43","여성","1533","null"
"5270","42.43",2020-06-21,"2.85","150","53.57","남성","1532","null"
"177","1.43",2020-06-20,"0","0","0.00","0-9","1520","null"
"690","5.58",2020-06-20,"0","0","0.00","10-19","1519","null"
"3294","26.62",2020-06-20,"0","0","0.00","20-29","1518","null"
"1406","11.36",2020-06-20,"0.14","2","0.71","30-39","1517","null"
"1618","13.08",2020-06-20,"0.19","3","1.07","40-49","1516","null"
"2222","17.96",2020-06-20,"0.68","15","5.36","50-59","1515","null"
"1598","12.92",2020-06-20,"2.5","40","14.29","60-69","1514","null"
"823","6.65",2020-06-20,"9.84","81","28.93","70-79","1513","null"
"545","4.4",2020-06-20,"25.5","139","49.64","80 이상","1512","null"
"7128","57.61",2020-06-20,"1.82","130","46.43","여성","1511","null"
"5245","42.39",2020-06-20,"2.86","150","53.57","남성","1510","null"
"175","1.42",2020-06-19,"0","0","0.00","0-9","1498","null"
"686","5.57",2020-06-19,"0","0","0.00","10-19","1497","null"
"3285","26.69",2020-06-19,"0","0","0.00","20-29","1496","null"
"1393","11.32",2020-06-19,"0.14","2","0.71","30-39","1495","null"
"1610","13.08",2020-06-19,"0.19","3","1.07","40-49","1494","null"
"2210","17.96",2020-06-19,"0.68","15","5.36","50-59","1493","null"
"1585","12.88",2020-06-19,"2.52","40","14.29","60-69","1492","null"
"820","6.66",2020-06-19,"9.88","81","28.93","70-79","1491","null"
"542","4.4",2020-06-19,"25.65","139","49.64","80 이상","1490","null"
"7100","57.7",2020-06-19,"1.83","130","46.43","여성","1489","null"
"5206","42.3",2020-06-19,"2.88","150","53.57","남성","1488","null"
"175","1.43",2020-06-18,"0","0","0.00","0-9","1476","null"
"684","5.58",2020-06-18,"0","0","0.00","10-19","1475","null"
"3277","26.74",2020-06-18,"0","0","0.00","20-29","1474","null"
"1384","11.29",2020-06-18,"0.14","2","0.71","30-39","1473","null"
"1607","13.11",2020-06-18,"0.19","3","1.07","40-49","1472","null"
"2198","17.93",2020-06-18,"0.68","15","5.36","50-59","1471","null"
"1574","12.84",2020-06-18,"2.54","40","14.29","60-69","1470","null"
"817","6.67",2020-06-18,"9.91","81","28.93","70-79","1469","null"
"541","4.41",2020-06-18,"25.69","139","49.64","80 이상","1468","null"
"7076","57.73",2020-06-18,"1.84","130","46.43","여성","1467","null"
"5181","42.27",2020-06-18,"2.9","150","53.57","남성","1466","null"
"174","1.43",2020-06-17,"0","0","0.00","0-9","1454","null"
"683","5.6",2020-06-17,"0","0","0.00","10-19","1453","null"
"3267","26.78",2020-06-17,"0","0","0.00","20-29","1452","null"
"1380","11.31",2020-06-17,"0.14","2","0.72","30-39","1451","null"
"1601","13.13",2020-06-17,"0.19","3","1.08","40-49","1450","null"
"2189","17.95",2020-06-17,"0.69","15","5.38","50-59","1449","null"
"1561","12.8",2020-06-17,"2.56","40","14.34","60-69","1448","null"
"810","6.64",2020-06-17,"10","81","29.03","70-79","1447","null"
"533","4.37",2020-06-17,"25.89","138","49.46","80 이상","1446","null"
"7042","57.73",2020-06-17,"1.85","130","46.59","여성","1445","null"
"5156","42.27",2020-06-17,"2.89","149","53.41","남성","1444","null"
"172","1.42",2020-06-16,"0","0","0.00","0-9","1421","null"
"682","5.61",2020-06-16,"0","0","0.00","10-19","1420","null"
"3259","26.81",2020-06-16,"0","0","0.00","20-29","1419","null"
"1366","11.24",2020-06-16,"0.15","2","0.72","30-39","1418","null"
"1599","13.16",2020-06-16,"0.19","3","1.08","40-49","1417","null"
"2182","17.95",2020-06-16,"0.69","15","5.40","50-59","1416","null"
